<DATE>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<TICKVOL>,<VOL>,<SPREAD>,is_bullish_marubozu,is_bearish_marubozu,is_morning_star,is_evening_star,is_bullish_engulfing,is_bearish_engulfing,is_hammer,is_hanging_man,is_piercing,is_dark_cloud
2018.08.03,1.15844,1.16102,1.15595,1.15672,407086,81417200000.0,7,False,False,False,False,False,False,False,False,False,False
2018.08.06,1.15669,1.15704,1.15294,1.15526,357135,71427000000.0,7,False,False,False,False,False,False,False,False,False,False
2018.08.07,1.15526,1.16078,1.15495,1.15977,389039,77807800000.0,7,False,False,False,False,False,False,False,False,False,False
2018.08.08,1.15977,1.16275,1.15725,1.16091,389056,77811200000.0,7,False,False,False,False,False,False,False,False,False,False
2018.08.09,1.16091,1.16186,1.1525,1.1526,423371,84674200000.0,7,False,False,False,False,False,False,False,False,False,False
2018.08.10,1.1526,1.15357,1.13874,1.14105,496344,99268800000.0,7,False,False,False,False,False,False,False,False,False,False
2018.08.13,1.13716,1.14321,1.13643,1.14093,512552,102510000000.0,7,False,False,False,False,False,False,False,False,False,False
2018.08.14,1.1409,1.1429,1.13294,1.13429,476849,95369800000.0,7,False,False,False,False,False,False,False,False,False,False
2018.08.15,1.13429,1.13543,1.13003,1.13441,492672,98534400000.0,7,False,False,False,False,False,False,True,False,False,False
2018.08.16,1.13441,1.14084,1.13351,1.13757,501216,100243000000.0,7,False,False,False,False,False,False,False,False,False,False
2018.08.17,1.13757,1.14444,1.13657,1.14382,440132,88026400000.0,7,False,False,False,False,False,False,False,False,False,False
2018.08.20,1.14367,1.14841,1.13937,1.14807,398535,79707000000.0,7,False,False,False,False,False,False,False,False,False,False
2018.08.21,1.14807,1.16008,1.14791,1.15696,490827,98165400000.0,7,False,False,False,False,False,False,False,False,False,False
2018.08.22,1.15696,1.16225,1.15524,1.15956,437282,87456400000.0,7,False,False,False,False,False,False,False,False,False,False
2018.08.23,1.15956,1.1599,1.15293,1.15353,476754,95350800000.0,7,False,False,False,False,False,False,False,False,False,False
2018.08.24,1.15353,1.1639,1.15342,1.16218,435310,87062000000.0,7,False,False,False,False,False,False,False,False,False,False
2018.08.27,1.1615,1.1693,1.15938,1.1677,385513,77102600000.0,7,False,False,False,False,False,False,False,False,False,False
2018.08.28,1.1677,1.17328,1.16618,1.16936,449975,89995000000.0,7,False,False,False,False,False,False,False,False,False,False
2018.08.29,1.16936,1.17092,1.16512,1.17064,439401,87880200000.0,7,False,False,False,False,False,False,False,False,False,False
2018.08.30,1.17064,1.17178,1.16411,1.167,454512,90902400000.0,7,False,False,False,False,False,False,False,False,False,False
2018.08.31,1.167,1.16894,1.15839,1.16015,474257,94851400000.0,7,False,False,False,False,False,False,False,False,False,False
2018.09.03,1.15912,1.16272,1.15882,1.16178,349457,69891400000.0,7,False,False,False,False,False,False,False,False,False,False
2018.09.04,1.16178,1.16199,1.15294,1.15807,524152,104830000000.0,7,False,False,False,False,False,False,False,False,False,False
2018.09.05,1.15807,1.16393,1.15429,1.16285,535243,107049000000.0,7,False,False,False,False,False,False,False,False,False,False
2018.09.06,1.16285,1.16583,1.1605,1.16224,543399,108680000000.0,7,False,False,False,False,False,False,False,False,False,False
2018.09.07,1.16224,1.1649,1.15499,1.15526,511286,102257000000.0,7,False,False,False,False,False,False,False,False,False,False
2018.09.10,1.15472,1.16153,1.15252,1.1591,405173,81034600000.0,7,False,False,False,False,False,False,False,False,False,False
2018.09.11,1.1591,1.16435,1.15648,1.1604,418512,83702400000.0,7,False,False,False,False,False,False,False,False,False,False
2018.09.12,1.1604,1.16488,1.15693,1.16251,415228,83045600000.0,7,False,False,False,False,False,False,False,False,False,False
2018.09.13,1.16251,1.17006,1.16084,1.1689,413706,82741200000.0,7,False,False,False,False,False,False,False,False,False,False
2018.09.14,1.1689,1.17213,1.16199,1.16223,426711,85342200000.0,7,False,False,False,False,False,False,False,False,False,False
2018.09.17,1.16223,1.16976,1.16171,1.16823,331144,66228800000.0,7,False,False,False,False,False,False,False,False,False,False
2018.09.18,1.16823,1.17236,1.16513,1.16626,427865,85573000000.0,7,False,False,False,False,False,False,False,False,False,False
2018.09.19,1.16626,1.17141,1.16494,1.16716,391078,78215600000.0,7,False,False,False,False,False,False,False,False,False,False
2018.09.20,1.16716,1.17838,1.16681,1.17757,422874,84574800000.0,7,False,False,False,False,False,False,False,False,False,False
2018.09.21,1.17757,1.1802,1.17322,1.17489,392152,78430400000.0,7,False,False,False,False,False,False,False,False,False,False
2018.09.24,1.17431,1.18144,1.17234,1.17467,393790,78758000000.0,15,False,False,False,False,False,False,False,False,False,False
2018.09.25,1.17467,1.17918,1.17302,1.1765,436606,87321200000.0,15,False,False,False,False,False,False,False,False,False,False
2018.09.26,1.1765,1.17969,1.17253,1.1735,466530,93306000000.0,15,False,False,False,False,False,False,False,False,False,False
2018.09.27,1.1735,1.17564,1.16382,1.16399,479565,95913000000.0,15,False,False,False,False,False,False,False,False,False,False
2018.09.28,1.16399,1.16505,1.1569,1.16029,446674,89334800000.0,13,False,False,False,False,False,False,False,False,False,False
2018.10.01,1.16156,1.16238,1.15628,1.15772,429572,85914400000.0,15,False,False,False,False,False,False,False,False,False,False
2018.10.02,1.15772,1.15796,1.15046,1.15443,441809,88361800000.0,15,False,False,False,False,False,False,False,False,False,False
2018.10.03,1.15443,1.15929,1.14635,1.14755,475682,95136400000.0,15,False,False,False,False,False,False,False,False,False,False
2018.10.04,1.14755,1.15421,1.14627,1.15126,491023,98204600000.0,15,False,False,False,False,False,False,False,False,False,False
2018.10.05,1.15126,1.15492,1.14833,1.15234,468156,93631200000.0,13,False,False,False,False,False,False,False,False,False,False
2018.10.08,1.15208,1.15289,1.14593,1.14898,383789,76757800000.0,15,False,False,False,False,False,False,False,False,False,False
2018.10.09,1.14898,1.15027,1.14315,1.14884,478308,95661600000.0,15,False,False,False,False,False,False,False,False,False,False
2018.10.10,1.14884,1.15446,1.14792,1.15177,468173,93634600000.0,15,False,False,False,False,False,False,False,False,False,False
2018.10.11,1.15177,1.15985,1.15169,1.15919,547091,109418000000.0,15,True,False,False,False,False,False,False,False,False,False
2018.10.12,1.1588,1.16097,1.15338,1.15589,465524,93104800000.0,13,False,False,False,False,False,False,False,False,False,False
2018.10.15,1.15379,1.16055,1.15364,1.15777,484496,96899200000.0,15,False,False,False,False,False,False,False,False,True,False
2018.10.16,1.15776,1.16205,1.15652,1.15727,458566,91713200000.0,15,False,False,False,False,False,False,False,False,False,False
2018.10.17,1.15727,1.15798,1.14953,1.14994,503738,100748000000.0,15,False,False,False,False,False,False,False,False,False,False
2018.10.18,1.14992,1.15265,1.14485,1.14516,529919,105984000000.0,15,False,False,False,False,False,False,False,False,False,False
2018.10.19,1.14516,1.15337,1.14322,1.15134,519010,103802000000.0,13,False,False,False,False,False,False,False,False,False,False
2018.10.22,1.15157,1.15494,1.1455,1.14631,494477,98895400000.0,15,False,False,False,False,False,False,False,False,False,False
2018.10.23,1.14631,1.14928,1.14385,1.14688,542349,108470000000.0,15,False,False,False,False,False,False,False,False,False,False
2018.10.24,1.14688,1.14758,1.13781,1.13904,671393,134279000000.0,15,False,False,False,False,False,False,False,False,False,False
2018.10.25,1.13903,1.14318,1.13555,1.13739,812919,162584000000.0,15,False,False,False,False,False,False,False,False,False,False
2018.10.26,1.13735,1.14203,1.1335,1.1402,916232,183246000000.0,13,False,False,False,False,True,False,False,False,False,False
2018.10.29,1.13976,1.14157,1.13599,1.13715,764793,152959000000.0,15,False,False,False,False,False,False,False,False,False,False
2018.10.30,1.13715,1.13871,1.13398,1.13428,751872,150374000000.0,15,False,False,False,False,False,False,False,False,False,False
2018.10.31,1.13428,1.13594,1.13014,1.13132,734885,146977000000.0,15,False,False,False,False,False,False,False,False,False,False
2018.11.01,1.13132,1.14234,1.13121,1.14012,781548,156310000000.0,15,False,False,False,False,False,False,False,False,False,False
2018.11.02,1.14012,1.1455,1.13713,1.13896,773787,154757000000.0,13,False,False,False,False,False,False,False,False,False,False
2018.11.05,1.13853,1.14232,1.13519,1.14058,667606,133521000000.0,15,False,False,False,False,True,False,False,False,False,False
2018.11.06,1.14058,1.14371,1.13907,1.14254,756118,151224000000.0,15,False,False,False,False,False,False,False,False,False,False
2018.11.07,1.14254,1.1499,1.13938,1.14248,946522,189304000000.0,15,False,False,False,False,False,False,False,False,False,False
2018.11.08,1.14244,1.1446,1.13508,1.13623,1241338,248268000000.0,15,False,False,False,False,False,False,False,False,False,False
2018.11.09,1.13623,1.13682,1.13156,1.13354,1589209,317842000000.0,13,False,False,False,False,False,False,False,False,False,False
2018.11.12,1.13274,1.13299,1.12149,1.1217,786079,157216000000.0,15,False,False,False,False,False,False,False,False,False,False
2018.11.13,1.1217,1.12929,1.12158,1.12867,873282,174656000000.0,15,True,False,False,False,False,False,False,False,False,False
2018.11.14,1.12867,1.13468,1.12624,1.13071,1794417,668582000000.0,15,False,False,False,False,False,False,False,False,False,False
2018.11.15,1.13071,1.13617,1.12698,1.13244,2058106,2147370000000.0,15,False,False,False,False,False,False,False,False,False,False
2018.11.16,1.13244,1.14197,1.13208,1.14127,2421584,4104360000000.0,13,False,False,False,False,False,False,False,False,False,False
2018.11.19,1.14105,1.14637,1.13932,1.14514,638111,768337000000.0,15,False,False,False,False,False,False,False,False,False,False
2018.11.20,1.14513,1.14715,1.1358,1.13687,818071,518085000000.0,15,False,False,False,False,False,False,False,False,False,False
2018.11.21,1.13687,1.14241,1.13564,1.1381,803292,120494000000.0,15,False,False,False,False,False,False,False,False,False,False
2018.11.22,1.1381,1.14331,1.13789,1.13996,714873,107231000000.0,15,False,False,False,False,False,False,False,False,False,False
2018.11.23,1.13996,1.14206,1.13271,1.13348,772108,115816000000.0,13,False,False,False,False,False,False,False,False,False,False
2018.11.26,1.13369,1.1383,1.13242,1.13265,857105,128566000000.0,15,False,False,False,False,False,False,False,False,False,False
2018.11.27,1.13265,1.1343,1.12766,1.1284,922855,138428000000.0,15,False,False,False,False,False,False,False,False,False,False
2018.11.28,1.12856,1.13869,1.12665,1.13654,905163,135774000000.0,15,False,False,False,False,False,False,False,False,False,False
2018.11.29,1.13654,1.14009,1.1348,1.13927,1809177,271377000000.0,15,False,False,False,False,False,False,False,False,False,False
2018.11.30,1.13927,1.13997,1.13048,1.13159,1816421,272463000000.0,13,False,False,False,True,False,False,False,False,False,False
2018.12.03,1.1349,1.1379,1.13186,1.13527,937720,140658000000.0,15,False,False,False,False,False,False,False,False,False,False
2018.12.04,1.13527,1.1418,1.13175,1.13414,987056,148058000000.0,15,False,False,False,False,False,False,False,False,False,False
2018.12.05,1.13414,1.13603,1.13097,1.13433,1415276,212291000000.0,15,False,False,False,False,False,False,True,False,False,False
2018.12.06,1.13433,1.14115,1.132,1.13758,3042506,456376000000.0,15,False,False,False,False,False,False,False,False,False,False
2018.12.07,1.13758,1.14228,1.13594,1.13784,889126,133369000000.0,13,False,False,False,False,False,False,False,False,False,False
2018.12.10,1.13893,1.14417,1.13498,1.13543,871988,130798000000.0,15,False,False,False,False,False,False,False,False,False,False
2018.12.11,1.13543,1.13994,1.13056,1.13154,1729118,259368000000.0,15,False,False,False,False,False,False,False,False,False,False
2018.12.12,1.13154,1.13865,1.13142,1.13675,2590777,388617000000.0,15,False,False,False,False,False,False,False,False,False,False
2018.12.13,1.13675,1.13927,1.13304,1.13578,3139607,470941000000.0,14,False,False,False,False,False,False,False,False,False,False
2018.12.14,1.13585,1.13643,1.12691,1.13053,3922296,588344000000.0,13,False,False,False,False,False,False,False,False,False,False
2018.12.17,1.12995,1.1357,1.12967,1.13465,797489,119623000000.0,15,False,False,False,False,False,False,False,False,True,False
2018.12.18,1.13465,1.14016,1.1336,1.13609,856782,128517000000.0,15,False,False,False,False,False,False,False,False,False,False
2018.12.19,1.13609,1.14386,1.13586,1.13744,914634,137195000000.0,15,False,False,False,False,False,False,False,False,False,False
2018.12.20,1.13744,1.14852,1.13699,1.14447,2017378,302607000000.0,15,False,False,False,False,False,False,False,False,False,False
2018.12.21,1.14445,1.14733,1.13553,1.13694,2855012,428252000000.0,13,False,False,False,False,False,False,False,False,False,False
2018.12.24,1.13686,1.14378,1.13599,1.14176,690671,103601000000.0,13,False,False,False,False,False,False,False,False,False,False
2018.12.26,1.14136,1.1414,1.13421,1.13513,460430,69064500000.0,15,False,False,False,False,False,False,False,False,False,False
2018.12.27,1.13513,1.14534,1.135,1.14286,999926,149989000000.0,15,False,False,False,False,False,False,False,False,False,False
2018.12.28,1.14286,1.1472,1.14248,1.14403,1712732,256910000000.0,13,False,False,False,False,False,False,False,False,False,False
2018.12.31,1.14321,1.14653,1.14208,1.14448,584820,87723000000.0,13,False,False,False,False,False,False,False,False,False,False
2019.01.02,1.1445,1.14961,1.13244,1.13437,769645,115447000000.0,15,False,False,False,False,False,True,False,False,False,False
2019.01.03,1.13437,1.14103,1.13043,1.13917,967353,145103000000.0,15,False,False,False,False,False,False,False,False,False,False
2019.01.04,1.13917,1.14183,1.1345,1.13955,1767168,265075000000.0,13,False,False,False,False,False,False,False,False,False,False
2019.01.07,1.13922,1.14818,1.13922,1.14735,772279,115842000000.0,15,False,False,False,False,False,False,False,False,False,False
2019.01.08,1.14735,1.14839,1.14216,1.14399,780576,117086000000.0,15,False,False,False,False,False,False,False,False,False,False
2019.01.09,1.14399,1.15572,1.14363,1.15412,844431,126665000000.0,15,False,False,False,False,False,False,False,False,False,False
2019.01.10,1.15412,1.15691,1.14838,1.14991,1697826,254674000000.0,15,False,False,False,False,False,False,False,False,False,False
2019.01.11,1.14991,1.15396,1.14574,1.14673,2368106,355216000000.0,13,False,False,False,False,False,False,False,False,False,False
2019.01.14,1.14571,1.14813,1.14499,1.14676,757247,113587000000.0,15,False,False,False,False,False,False,False,False,False,False
2019.01.15,1.14676,1.1489,1.13811,1.14115,835676,125351000000.0,15,False,False,False,False,False,False,False,False,False,False
2019.01.16,1.14115,1.14242,1.13771,1.13907,733514,110027000000.0,15,False,False,False,False,False,False,False,False,False,False
2019.01.17,1.13904,1.14053,1.13693,1.1388,725212,108782000000.0,15,False,False,False,False,False,False,False,False,False,False
2019.01.18,1.1388,1.14095,1.13525,1.13655,686648,102997000000.0,13,False,False,False,False,False,False,False,False,False,False
2019.01.21,1.1359,1.13904,1.13561,1.13637,489316,73397400000.0,15,False,False,False,False,False,False,False,False,False,False
2019.01.22,1.13637,1.13732,1.13353,1.13588,673132,100970000000.0,15,False,False,False,False,False,False,False,False,False,False
2019.01.23,1.13588,1.13937,1.13501,1.138,690361,103554000000.0,15,False,False,False,False,False,False,False,False,False,False
2019.01.24,1.13791,1.13907,1.12887,1.1303,760472,114071000000.0,15,False,False,False,False,False,False,False,False,False,False
2019.01.25,1.13019,1.14169,1.12994,1.14058,771266,115690000000.0,13,False,False,False,False,True,False,False,False,False,False
2019.01.28,1.13998,1.1443,1.13894,1.14257,656540,98481000000.0,15,False,False,False,False,False,False,False,False,False,False
2019.01.29,1.14257,1.14495,1.14104,1.14306,732263,109839000000.0,15,False,False,False,False,False,False,False,False,False,False
2019.01.30,1.14306,1.15009,1.14055,1.14778,737059,110559000000.0,15,False,False,False,False,False,False,False,False,False,False
2019.01.31,1.14778,1.15135,1.1435,1.14455,752210,112832000000.0,15,False,False,False,False,False,False,False,False,False,False
2019.02.01,1.14455,1.14878,1.14337,1.1455,704576,105686000000.0,13,False,False,False,False,False,False,False,False,False,False
2019.02.04,1.14503,1.14597,1.14236,1.14347,630122,94518300000.0,15,False,False,False,False,False,False,False,False,False,False
2019.02.05,1.14349,1.14398,1.14004,1.14044,639711,95956650000.0,15,False,False,False,False,False,False,False,False,False,False
2019.02.06,1.14044,1.14087,1.13601,1.13614,643106,96465900000.0,15,False,False,False,False,False,False,False,False,False,False
2019.02.07,1.13606,1.13693,1.13238,1.13393,673335,101000000000.0,15,False,False,False,False,False,False,False,False,False,False
2019.02.08,1.13393,1.13501,1.13172,1.13172,575994,86399100000.0,13,False,False,False,False,False,False,False,False,False,False
2019.02.11,1.13181,1.13293,1.12665,1.12749,589199,88379850000.0,15,False,False,False,False,False,False,False,False,False,False
2019.02.12,1.12748,1.13389,1.1257,1.13245,608337,91250550000.0,15,False,False,False,False,True,False,False,False,False,False
2019.02.13,1.13243,1.13407,1.12593,1.12597,616195,92429250000.0,15,False,False,False,False,False,False,False,False,False,False
2019.02.14,1.12597,1.1309,1.12484,1.12939,650348,97552200000.0,15,False,False,False,False,False,False,False,False,False,False
2019.02.15,1.12945,1.13054,1.12333,1.12948,630693,94603950000.0,13,False,False,False,False,False,False,True,False,False,False
2019.02.18,1.12906,1.13332,1.12883,1.13079,453462,68019300000.0,15,False,False,False,False,False,False,False,False,False,False
2019.02.19,1.13079,1.13569,1.12748,1.13394,633890,95083500000.0,15,False,False,False,False,False,False,False,False,False,False
2019.02.20,1.13391,1.13704,1.13243,1.13358,638129,95719350000.0,15,False,False,False,False,False,False,False,False,False,False
2019.02.21,1.13361,1.13656,1.13198,1.13319,699957,104994000000.0,15,False,False,False,False,False,False,False,False,False,False
2019.02.22,1.13327,1.13548,1.13154,1.13346,623998,93599700000.0,13,False,False,False,False,False,False,False,False,False,False
2019.02.25,1.13333,1.13669,1.13274,1.13562,638641,95796150000.0,15,False,False,False,False,False,False,False,False,False,False
2019.02.26,1.13562,1.14021,1.13445,1.13879,648081,97212150000.0,15,False,False,False,False,False,False,False,False,False,False
2019.02.27,1.13877,1.14029,1.13616,1.13689,654711,98206650000.0,15,False,False,False,False,False,False,False,False,False,False
2019.02.28,1.13686,1.14188,1.13585,1.13702,675096,101264000000.0,15,False,False,False,False,False,False,False,False,False,False
2019.03.01,1.13694,1.14078,1.13526,1.13621,653594,98039100000.0,13,False,False,False,False,False,False,False,False,False,False
2019.03.04,1.13772,1.13813,1.13083,1.13388,641725,96258750000.0,15,False,False,False,False,False,False,False,False,False,False
2019.03.05,1.13389,1.13404,1.12888,1.13071,591013,88651950000.0,15,False,False,False,False,False,False,False,False,False,False
2019.03.06,1.13071,1.13239,1.12847,1.13054,562710,84406500000.0,15,False,False,False,False,False,False,False,False,False,False
2019.03.07,1.13058,1.13195,1.11754,1.11923,652471,97870650000.0,15,False,False,False,False,False,False,False,False,False,False
2019.03.08,1.11923,1.12454,1.11846,1.12323,649236,97385400000.0,13,False,False,False,False,False,False,False,False,False,False
2019.03.11,1.12328,1.12577,1.12211,1.12482,599369,89905350000.0,15,False,False,False,False,False,False,False,False,False,False
2019.03.12,1.12483,1.13042,1.12466,1.1287,644119,96617850000.0,15,False,False,False,False,False,False,False,False,False,False
2019.03.13,1.1287,1.13378,1.12766,1.13297,577908,86686200000.0,15,False,False,False,False,False,False,False,False,False,False
2019.03.14,1.13298,1.13369,1.12934,1.13037,630045,94506750000.0,15,False,False,False,False,False,False,False,False,False,False
2019.03.15,1.13037,1.13436,1.12992,1.13268,536913,80536950000.0,13,False,False,False,False,False,False,False,False,False,False
2019.03.18,1.13209,1.13582,1.13183,1.13345,491839,73775850000.0,15,False,False,False,False,False,False,False,False,False,False
2019.03.19,1.13345,1.13609,1.1333,1.13487,540859,81128850000.0,15,False,False,False,False,False,False,False,False,False,False
2019.03.20,1.13488,1.14476,1.13348,1.14235,624961,93744150000.0,14,False,False,False,False,False,False,False,False,False,False
2019.03.21,1.14237,1.14369,1.13419,1.13729,775586,116338000000.0,14,False,False,False,False,False,False,False,False,False,True
2019.03.22,1.13729,1.13901,1.12726,1.13008,828588,124288000000.0,13,False,False,False,False,False,False,False,False,False,False
2019.03.25,1.12929,1.13308,1.12883,1.13124,748795,112319000000.0,14,False,False,False,False,False,False,False,False,False,False
2019.03.26,1.13126,1.13253,1.12626,1.12697,731284,109693000000.0,14,False,False,False,False,False,True,False,False,False,False
2019.03.27,1.12697,1.1285,1.12416,1.12508,845100,126765000000.0,14,False,False,False,False,False,False,False,False,False,False
2019.03.28,1.12508,1.12606,1.1213,1.12255,1609615,241442000000.0,14,False,False,False,False,False,False,False,False,False,False
2019.03.29,1.12258,1.12459,1.12092,1.12168,2264778,339717000000.0,13,False,False,False,False,False,False,False,False,False,False
2019.04.01,1.12245,1.12491,1.12034,1.12119,729281,109392000000.0,14,False,False,False,False,False,False,False,False,False,False
2019.04.02,1.1212,1.12156,1.11831,1.12036,731887,109783000000.0,14,False,False,False,False,False,False,False,False,False,False
2019.04.03,1.12036,1.12541,1.11998,1.12315,715977,107397000000.0,14,False,False,False,False,False,False,False,False,False,False
2019.04.04,1.12315,1.1247,1.12054,1.12195,675068,101260000000.0,14,False,False,False,False,False,False,False,False,False,False
2019.04.05,1.12194,1.12474,1.12094,1.12147,618185,92727750000.0,13,False,False,False,False,False,False,False,False,False,False
2019.04.08,1.12138,1.12738,1.12111,1.12601,608916,91337400000.0,14,False,False,False,False,True,False,False,False,False,False
2019.04.09,1.12601,1.12836,1.12544,1.12611,650693,97603950000.0,14,False,False,False,False,False,False,False,False,False,False
2019.04.10,1.12611,1.1287,1.1229,1.12727,668769,100315000000.0,14,False,False,False,False,False,False,False,False,False,False
2019.04.11,1.12727,1.12868,1.12493,1.12514,634714,95207100000.0,14,False,False,False,False,False,False,False,False,False,False
2019.04.12,1.12514,1.13233,1.12506,1.12983,658768,98815200000.0,13,False,False,False,False,False,False,False,False,False,False
2019.04.15,1.13021,1.13203,1.12969,1.13026,588805,88320750000.0,14,False,False,False,False,False,False,False,False,False,False
2019.04.16,1.13026,1.13133,1.12791,1.12799,678654,101798000000.0,14,False,False,False,False,False,False,False,False,False,False
2019.04.17,1.12795,1.13231,1.12781,1.12933,662319,99347850000.0,14,False,False,False,False,False,False,False,False,False,False
2019.04.18,1.12933,1.13034,1.12256,1.12285,690496,103574000000.0,14,False,False,False,False,False,False,False,False,False,False
2019.04.19,1.12285,1.12474,1.12263,1.12436,367459,55118850000.0,13,False,False,False,False,False,False,False,False,False,False
2019.04.22,1.12395,1.12614,1.12352,1.12562,364325,54648750000.0,14,False,False,False,False,False,False,False,False,False,False
2019.04.23,1.12562,1.12606,1.11917,1.12265,614737,92210550000.0,14,False,False,False,False,False,False,False,False,False,False
2019.04.24,1.12265,1.12265,1.114,1.11523,687724,103159000000.0,14,False,False,False,False,False,False,False,False,False,False
2019.04.25,1.11523,1.11619,1.11172,1.11308,672822,100923000000.0,14,False,False,False,False,False,False,False,False,False,False
2019.04.26,1.11308,1.11732,1.11103,1.11429,678390,101759000000.0,13,False,False,False,False,False,False,False,False,False,False
2019.04.29,1.11443,1.11862,1.11441,1.11853,524266,78639900000.0,15,True,False,False,False,False,False,False,False,False,False
2019.04.30,1.11853,1.12283,1.11751,1.1214,633848,95077200000.0,15,False,False,False,False,False,False,False,False,False,False
2019.05.01,1.1214,1.12641,1.11865,1.11945,537550,80632500000.0,9,False,False,False,False,False,False,False,False,False,False
2019.05.02,1.11945,1.12184,1.117,1.11709,663210,99481500000.0,15,False,False,False,False,False,False,False,False,False,False
2019.05.03,1.11708,1.12041,1.11342,1.12015,666966,100045000000.0,13,False,False,False,False,True,False,False,False,False,False
2019.05.06,1.1168,1.12085,1.11654,1.11979,648465,97269750000.0,15,False,False,False,False,False,False,False,False,False,False
2019.05.07,1.11979,1.12172,1.11659,1.11909,705209,105781000000.0,9,False,False,False,False,False,False,False,False,False,False
2019.05.08,1.11909,1.1213,1.11821,1.11909,722908,108436000000.0,15,False,False,False,False,False,False,False,False,False,False
2019.05.09,1.11909,1.12502,1.11728,1.12122,760612,114092000000.0,15,False,False,False,False,False,False,False,False,False,False
2019.05.10,1.12122,1.12529,1.12109,1.12333,727933,109190000000.0,13,False,False,False,False,False,False,False,False,False,False
2019.05.13,1.12294,1.12627,1.12208,1.1221,647617,97142550000.0,15,False,False,False,False,False,False,False,False,False,False
2019.05.14,1.1221,1.12432,1.12005,1.12029,647568,97135200000.0,15,False,False,False,False,False,False,False,False,False,False
2019.05.15,1.12029,1.12238,1.11773,1.11998,634694,95204100000.0,15,False,False,False,False,False,False,False,False,False,False
2019.05.16,1.11998,1.12232,1.11655,1.11731,625716,93857400000.0,15,False,False,False,False,False,False,False,False,False,False
2019.05.17,1.1173,1.11836,1.11545,1.11565,659422,98913300000.0,13,False,False,False,False,False,False,False,False,False,False
2019.05.20,1.11592,1.11741,1.11499,1.1165,606459,90968850000.0,15,False,False,False,False,False,False,False,False,False,False
2019.05.21,1.1165,1.1187,1.11413,1.11593,629617,94442550000.0,15,False,False,False,False,False,False,False,False,False,False
2019.05.22,1.11593,1.11796,1.11479,1.11495,598409,89761350000.0,15,False,False,False,False,False,False,False,False,False,False
2019.05.23,1.11495,1.11868,1.11064,1.11806,693909,104086000000.0,6,False,False,False,False,False,False,False,False,False,False
2019.05.24,1.11806,1.12115,1.11709,1.12052,610963,91644450000.0,13,False,False,False,False,False,False,False,False,False,False
2019.05.27,1.12085,1.12144,1.11863,1.11923,391450,58717500000.0,15,False,False,False,False,False,False,False,False,False,False
2019.05.28,1.11923,1.11976,1.11587,1.11594,637595,95639250000.0,15,False,False,False,False,False,False,False,False,False,False
2019.05.29,1.11594,1.11716,1.11236,1.11301,648389,97258350000.0,15,False,False,False,False,False,False,False,False,False,False
2019.05.30,1.11301,1.11426,1.11153,1.1128,592437,88865550000.0,15,False,False,False,False,False,False,False,False,False,False
2019.05.31,1.1128,1.1179,1.11245,1.11681,769828,115474000000.0,13,False,False,False,False,False,False,False,False,False,False
2019.06.03,1.11594,1.12613,1.11594,1.12401,763611,114542000000.0,15,False,False,False,False,False,False,False,False,False,False
2019.06.04,1.12401,1.12766,1.12258,1.12508,738646,110797000000.0,14,False,False,False,False,False,False,False,False,False,False
2019.06.05,1.12508,1.1306,1.1219,1.12199,770412,115562000000.0,15,False,False,False,False,False,False,False,False,False,False
2019.06.06,1.12199,1.13082,1.11999,1.12747,737585,110638000000.0,15,False,False,False,False,False,False,False,False,False,False
2019.06.07,1.12747,1.1347,1.12506,1.13324,708500,106275000000.0,13,False,False,False,False,False,False,False,False,False,False
2019.06.10,1.13218,1.133,1.12895,1.13103,625228,93784200000.0,15,False,False,False,False,False,False,False,False,False,False
2019.06.11,1.13103,1.13367,1.13005,1.13246,685554,102833000000.0,15,False,False,False,False,False,False,False,False,False,False
2019.06.12,1.13246,1.13428,1.12818,1.12863,674540,101181000000.0,15,False,False,False,False,False,False,False,False,False,False
2019.06.13,1.12863,1.1303,1.12677,1.12755,674340,101151000000.0,15,False,False,False,False,False,False,False,False,False,False
2019.06.14,1.12755,1.12884,1.12018,1.12101,704784,105718000000.0,13,False,False,False,False,False,False,False,False,False,False
2019.06.17,1.12083,1.12464,1.1203,1.12173,566928,85039200000.0,15,False,False,False,False,False,False,False,False,False,False
2019.06.18,1.12173,1.12421,1.11805,1.1193,703823,105573000000.0,15,False,False,False,False,False,False,False,False,False,False
2019.06.19,1.1193,1.12535,1.11865,1.12254,681778,102267000000.0,15,False,False,False,False,False,False,False,False,False,False
2019.06.20,1.12253,1.13165,1.12249,1.12916,766538,114981000000.0,15,False,False,False,False,False,False,False,False,False,False
2019.06.21,1.12916,1.1377,1.12824,1.13678,719321,107898000000.0,13,False,False,False,False,False,False,False,False,False,False
2019.06.24,1.13689,1.14033,1.13663,1.13979,610792,91618800000.0,15,False,False,False,False,False,False,False,False,False,False
2019.06.25,1.1397,1.14114,1.13435,1.13657,674212,101132000000.0,15,False,False,False,False,False,False,False,False,False,False
2019.06.26,1.13657,1.13904,1.13467,1.13684,572100,85815000000.0,15,False,False,False,False,False,False,False,False,False,False
2019.06.27,1.13684,1.13808,1.13471,1.13684,529630,79444500000.0,15,False,False,False,False,False,False,False,False,False,False
2019.06.28,1.13684,1.13926,1.135,1.1369,502038,75305700000.0,13,False,False,False,False,False,False,False,False,False,False
